item_root,group_file,id,name,desc,has_icon,has_icon_raw,price,cash_flag,slot_max,xml_relpath,png_dir_relpath,icon_png_relpath,icon_raw_png_relpath
Consume,0200,2000023,Special Rien Blue Potion,A special bottle of potion consisting of herbs that only grow in Rien. \nRecovers MP +50.,1,1,50,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02000023/info,Item/Item.wz/Consume/0200.img/02000023/info/icon.png,Item/Item.wz/Consume/0200.img/02000023/info/iconRaw.png
Consume,0200,2001000,Watermelon,A very ripe watermelon.\nRecovers about 1000 HP and 1000 MP.,1,1,1600,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02001000/info,Item/Item.wz/Consume/0200.img/02001000/info/icon.png,Item/Item.wz/Consume/0200.img/02001000/info/iconRaw.png
Consume,0200,2001001,Ice Cream Pop,A tasty ice cream pop.\nRecovers around 2000 HP.,1,1,1150,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02001001/info,Item/Item.wz/Consume/0200.img/02001001/info/icon.png,Item/Item.wz/Consume/0200.img/02001001/info/iconRaw.png
Consume,0200,2001002,Red Bean Sundae,Definitely lets you forget about the hot hot summer. \nRecovers around 2000 MP.,1,1,2000,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02001002/info,Item/Item.wz/Consume/0200.img/02001002/info/icon.png,Item/Item.wz/Consume/0200.img/02001002/info/iconRaw.png
Consume,0200,2002000,Dexterity Potion,Adds quickness.\nAvoidability +5 for 3 min.,1,1,250,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002000/info,Item/Item.wz/Consume/0200.img/02002000/info/icon.png,Item/Item.wz/Consume/0200.img/02002000/info/iconRaw.png
Consume,0200,2002001,Speed Potion,Increases speed.\nSpeed +8 for 3 min.,1,1,250,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002001/info,Item/Item.wz/Consume/0200.img/02002001/info/icon.png,Item/Item.wz/Consume/0200.img/02002001/info/iconRaw.png
Consume,0200,2002002,Magic Potion,Increases magic attack.\nMagic Attack +5 for 3 min.,1,1,250,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002002/info,Item/Item.wz/Consume/0200.img/02002002/info/icon.png,Item/Item.wz/Consume/0200.img/02002002/info/iconRaw.png
Consume,0200,2002003,Wizard Potion,Increases magic attack.\nMagic Attack +10 for 3 min.,1,1,550,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002003/info,Item/Item.wz/Consume/0200.img/02002003/info/icon.png,Item/Item.wz/Consume/0200.img/02002003/info/iconRaw.png
Consume,0200,2002004,Warrior Potion,Increases attacking ability.\nAttack +5 for 3 min.,1,1,250,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002004/info,Item/Item.wz/Consume/0200.img/02002004/info/icon.png,Item/Item.wz/Consume/0200.img/02002004/info/iconRaw.png
Consume,0200,2002005,Sniper Potion,Increases accuracy.\nAccuracy +5 for 5 min.,1,1,250,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002005/info,Item/Item.wz/Consume/0200.img/02002005/info/icon.png,Item/Item.wz/Consume/0200.img/02002005/info/iconRaw.png
Consume,0200,2002006,Warrior Pill,A pill of concentrated warrior potion. Att. + 5 for 10 minutes,1,1,300,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002006/info,Item/Item.wz/Consume/0200.img/02002006/info/icon.png,Item/Item.wz/Consume/0200.img/02002006/info/iconRaw.png
Consume,0200,2002007,Magic Pill,A pill of concentrated magic potion. Magic Att. + 5 for 10 minutes,1,1,300,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002007/info,Item/Item.wz/Consume/0200.img/02002007/info/icon.png,Item/Item.wz/Consume/0200.img/02002007/info/iconRaw.png
Consume,0200,2002008,Sniper Pill,A pill of concentrated sniper potion. Accuracy + 10 for 10 minutes,1,1,300,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002008/info,Item/Item.wz/Consume/0200.img/02002008/info/icon.png,Item/Item.wz/Consume/0200.img/02002008/info/iconRaw.png
Consume,0200,2002009,Dexterity Pill,A pill of concentrated dexterity potion. Avoidablity + 10 for 10 minutes,1,1,300,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002009/info,Item/Item.wz/Consume/0200.img/02002009/info/icon.png,Item/Item.wz/Consume/0200.img/02002009/info/iconRaw.png
Consume,0200,2002010,Speed Pill,A pill of concentrated speed potion. Increased speed for 10 minutes,1,1,250,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002010/info,Item/Item.wz/Consume/0200.img/02002010/info/icon.png,Item/Item.wz/Consume/0200.img/02002010/info/iconRaw.png
Consume,0200,2002011,Pain Reliever,A special pain reliever created in Omega Sector.nWeapon Def + 30 for 30 min.,1,1,600,,100,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002011/info,Item/Item.wz/Consume/0200.img/02002011/info/icon.png,Item/Item.wz/Consume/0200.img/02002011/info/iconRaw.png
Consume,0200,2002015,Elpam Elixir,"A rare, powerful elixir from Versal. Restores 90% HP & MP, and gives a boost of +5 Att and +40 Def for a duration of 15 minutes.",1,1,1000,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002015/info,Item/Item.wz/Consume/0200.img/02002015/info/icon.png,Item/Item.wz/Consume/0200.img/02002015/info/iconRaw.png
Consume,0200,2002016,Thief Elixir,A special elixir for Thieves. Gives +9 Accuracy and +15 Avoidability for 8 minutes.,1,1,1000,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002016/info,Item/Item.wz/Consume/0200.img/02002016/info/icon.png,Item/Item.wz/Consume/0200.img/02002016/info/iconRaw.png
Consume,0200,2002017,Warrior Elixir,A special elixir for Warriors. Gives +12 W. Att for 8 minutes.,1,1,1000,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002017/info,Item/Item.wz/Consume/0200.img/02002017/info/icon.png,Item/Item.wz/Consume/0200.img/02002017/info/iconRaw.png
Consume,0200,2002018,Wizard Elixir,A special elixir for Magicians. Gives +20 M.Att for 8 minutes.,1,1,1000,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002018/info,Item/Item.wz/Consume/0200.img/02002018/info/icon.png,Item/Item.wz/Consume/0200.img/02002018/info/iconRaw.png
Consume,0200,2002019,Archer Elixir,A special elixir for Bowmen. Gives +20 Avoidability for 8 minutes.,1,1,1000,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002019/info,Item/Item.wz/Consume/0200.img/02002019/info/icon.png,Item/Item.wz/Consume/0200.img/02002019/info/iconRaw.png
Consume,0200,2002020,Mana Bull,"A special potion made in New Leaf City, recovers 60% MP.",1,1,600,,150,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002020/info,Item/Item.wz/Consume/0200.img/02002020/info/icon.png,Item/Item.wz/Consume/0200.img/02002020/info/iconRaw.png
Consume,0200,2002021,Honster,"A special potion made in New Leaf City, recovers 60% HP.",1,1,600,,150,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002021/info,Item/Item.wz/Consume/0200.img/02002021/info/icon.png,Item/Item.wz/Consume/0200.img/02002021/info/iconRaw.png
Consume,0200,2002022,Ginseng Root,Pure ginseng extract that recovers 40% of HP and MP.,1,1,750,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002022/info,Item/Item.wz/Consume/0200.img/02002022/info/icon.png,Item/Item.wz/Consume/0200.img/02002022/info/iconRaw.png
Consume,0200,2002023,Ginger Ale,Strong brewed Ginger Ale. Recovers 75% of HP and MP.,1,1,1100,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002023/info,Item/Item.wz/Consume/0200.img/02002023/info/icon.png,Item/Item.wz/Consume/0200.img/02002023/info/iconRaw.png
Consume,0200,2002024,Sorcerer Elixir,A rare potion perfect for Magicians. Recovers 1500 MP.,1,1,500,,150,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002024/info,Item/Item.wz/Consume/0200.img/02002024/info/icon.png,Item/Item.wz/Consume/0200.img/02002024/info/iconRaw.png
Consume,0200,2002025,Barbarian Elixir,A volatile potion mixed on the battlefield. Recovers 1500 HP.,1,1,500,,150,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002025/info,Item/Item.wz/Consume/0200.img/02002025/info/icon.png,Item/Item.wz/Consume/0200.img/02002025/info/iconRaw.png
Consume,0200,2002026,Ginger Ale,Strong brewed Ginger Ale. Recovers 75% of HP and MP.,1,1,1100,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002026/info,Item/Item.wz/Consume/0200.img/02002026/info/icon.png,Item/Item.wz/Consume/0200.img/02002026/info/iconRaw.png
Consume,0200,2002027,Stirge Signal,A makeshift device that looks like it's been duct-taped together.  Can be used to distract enemies... slightly.  [Gives +5 Avoidability for 20 minutes.],1,1,80,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002027/info,Item/Item.wz/Consume/0200.img/02002027/info/icon.png,Item/Item.wz/Consume/0200.img/02002027/info/iconRaw.png
Consume,0200,2002028,T-1337 Supercharger,"A charger for an advanced model cyborg. Looks like it would give quite a shock to the system! [Gives +25 Weapon Attack, +60 Magic Attack for 20 minutes.]",1,1,160,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002028/info,Item/Item.wz/Consume/0200.img/02002028/info/icon.png,Item/Item.wz/Consume/0200.img/02002028/info/iconRaw.png
Consume,0200,2002029,Ridley's Scroll of Defense,"Why wear cumbersome armor when Ridley can provide the same protection, weightlessly and more comfortably!  (Legal Disclaimer: Effect is temporary) [Gives +100 Overall Defense for 10 minutes.]",1,1,25,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002029/info,Item/Item.wz/Consume/0200.img/02002029/info/icon.png,Item/Item.wz/Consume/0200.img/02002029/info/iconRaw.png
Consume,0200,2002030,Angelic Steps,Allows one to move fast. \nWill increase your speed for 10 minutes.,1,1,1,,,Item/Item.wz/Consume/0200.img.xml,Item/Item.wz/Consume/0200.img/02002030/info,Item/Item.wz/Consume/0200.img/02002030/info/icon.png,Item/Item.wz/Consume/0200.img/02002030/info/iconRaw.png
Consume,0201,2010000,Apple,"A red, ripe, and tasty apple.\nRecovers around 30 HP",1,1,15,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010000/info,Item/Item.wz/Consume/0201.img/02010000/info/icon.png,Item/Item.wz/Consume/0201.img/02010000/info/iconRaw.png
Consume,0201,2010001,Meat,A tasty-looking meat. .\nRecovers around 100 HP.,1,1,53,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010001/info,Item/Item.wz/Consume/0201.img/02010001/info/icon.png,Item/Item.wz/Consume/0201.img/02010001/info/iconRaw.png
Consume,0201,2010002,Egg,A nutritious egg.nImproves around 50 HP.,1,1,25,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010002/info,Item/Item.wz/Consume/0201.img/02010002/info/icon.png,Item/Item.wz/Consume/0201.img/02010002/info/iconRaw.png
Consume,0201,2010003,Orange,"A sweet, tasty orange.\nRecovers around 50 MP.",1,1,50,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010003/info,Item/Item.wz/Consume/0201.img/02010003/info/icon.png,Item/Item.wz/Consume/0201.img/02010003/info/iconRaw.png
Consume,0201,2010004,Lemon,Very sour.\nRecovers around 150 MP.,1,1,155,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010004/info,Item/Item.wz/Consume/0201.img/02010004/info/icon.png,Item/Item.wz/Consume/0201.img/02010004/info/iconRaw.png
Consume,0201,2010005,Honey,Fresh honey extracted from the beehive. \nRecovers around 30% of both HP and MP.,1,1,750,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010005/info,Item/Item.wz/Consume/0201.img/02010005/info/icon.png,Item/Item.wz/Consume/0201.img/02010005/info/iconRaw.png
Consume,0201,2010006,Pot of Honey,A pot full of fresh honey.\nRecovers 50% of both HP and MP.,1,1,1000,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010006/info,Item/Item.wz/Consume/0201.img/02010006/info/icon.png,Item/Item.wz/Consume/0201.img/02010006/info/iconRaw.png
Consume,0201,2010007,Roger's Apple,"A ripe, red apple.\nRecovers HP 30.nn#cTo eat Roger's Apple, simply double-click on it in your use inventory#.",1,1,1,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010007/info,Item/Item.wz/Consume/0201.img/02010007/info/icon.png,Item/Item.wz/Consume/0201.img/02010007/info/iconRaw.png
Consume,0201,2010009,Green Apple,Sour and crunchy green apple.\nRecovers MP +30.,1,1,30,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02010009/info,Item/Item.wz/Consume/0201.img/02010009/info/icon.png,Item/Item.wz/Consume/0201.img/02010009/info/iconRaw.png
Consume,0201,2011000,Poisonous Mushroom,A very poisonous mushroom.,1,1,,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02011000/info,Item/Item.wz/Consume/0201.img/02011000/info/icon.png,Item/Item.wz/Consume/0201.img/02011000/info/iconRaw.png
Consume,0201,2012000,Drake's Blood,Drake's blood. nAttack +8 for 5 min.,1,1,750,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02012000/info,Item/Item.wz/Consume/0201.img/02012000/info/icon.png,Item/Item.wz/Consume/0201.img/02012000/info/iconRaw.png
Consume,0201,2012001,Fairy's Honey,"It's honey, the fairies' favorite.nAvoidability +10 for 5 min.",1,1,500,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02012001/info,Item/Item.wz/Consume/0201.img/02012001/info/icon.png,Item/Item.wz/Consume/0201.img/02012001/info/iconRaw.png
Consume,0201,2012002,Sap of Ancient Tree,Sap of a thousands-of-years-old tree. \nMagic Attack +10 for 5 min.,1,1,700,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02012002/info,Item/Item.wz/Consume/0201.img/02012002/info/icon.png,Item/Item.wz/Consume/0201.img/02012002/info/iconRaw.png
Consume,0201,2012003,Drake's Meat,Drake's meat.nWeapon Def. +10 for 5 min.,1,1,500,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02012003/info,Item/Item.wz/Consume/0201.img/02012003/info/icon.png,Item/Item.wz/Consume/0201.img/02012003/info/iconRaw.png
Consume,0201,2012005,Angel Apple,"A red, ripe apple.\nRecovers 200 HP.",1,1,1,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02012005/info,Item/Item.wz/Consume/0201.img/02012005/info/icon.png,Item/Item.wz/Consume/0201.img/02012005/info/iconRaw.png
Consume,0201,2012006,Angel Lemon,A very sour fruit.\nRecovers 200 MP.,1,1,1,,,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02012006/info,Item/Item.wz/Consume/0201.img/02012006/info/icon.png,Item/Item.wz/Consume/0201.img/02012006/info/iconRaw.png
Consume,0201,2012008,Unripe Onyx Apple,"A mysterious and unripe Onyx Apple. When consumed, it grants the following: ATT +60, Magic ATT +70, DEF +10 for 1 minute.",1,1,1,,10,Item/Item.wz/Consume/0201.img.xml,Item/Item.wz/Consume/0201.img/02012008/info,Item/Item.wz/Consume/0201.img/02012008/info/icon.png,Item/Item.wz/Consume/0201.img/02012008/info/iconRaw.png
Consume,0202,2020000,Salad,Made out of fresh vegetable.\nRecovers 200 MP.,1,1,210,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020000/info,Item/Item.wz/Consume/0202.img/02020000/info/icon.png,Item/Item.wz/Consume/0202.img/02020000/info/iconRaw.png
Consume,0202,2020001,Fried Chicken,Well-fried chicken.\nRecovers around 200 HP.,1,1,110,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020001/info,Item/Item.wz/Consume/0202.img/02020001/info/icon.png,Item/Item.wz/Consume/0202.img/02020001/info/iconRaw.png
Consume,0202,2020002,Cake,A cake full of sweetness. Recovers 100 for both HP and MP.,1,1,160,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020002/info,Item/Item.wz/Consume/0202.img/02020002/info/icon.png,Item/Item.wz/Consume/0202.img/02020002/info/iconRaw.png
Consume,0202,2020003,Pizza,A freshly-baked pizza. Recovers 400 HP.,1,1,225,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020003/info,Item/Item.wz/Consume/0202.img/02020003/info/icon.png,Item/Item.wz/Consume/0202.img/02020003/info/iconRaw.png
Consume,0202,2020004,Hamburger,A hamburger with bulgogi in it. Recovers 400 HP.,1,1,225,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020004/info,Item/Item.wz/Consume/0202.img/02020004/info/icon.png,Item/Item.wz/Consume/0202.img/02020004/info/iconRaw.png
Consume,0202,2020005,Hot Dog,A hotdog with ketchup on it. Recovers 300 HP.,1,1,160,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020005/info,Item/Item.wz/Consume/0202.img/02020005/info/icon.png,Item/Item.wz/Consume/0202.img/02020005/info/iconRaw.png
Consume,0202,2020006,Hot Dog Supreme,A huge hot dog. Recovers 500 HP.,1,1,265,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020006/info,Item/Item.wz/Consume/0202.img/02020006/info/icon.png,Item/Item.wz/Consume/0202.img/02020006/info/iconRaw.png
Consume,0202,2020007,Dried Squid,Well-dried. Recovers 600 HP.,1,1,310,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020007/info,Item/Item.wz/Consume/0202.img/02020007/info/icon.png,Item/Item.wz/Consume/0202.img/02020007/info/iconRaw.png
Consume,0202,2020008,Fat Sausage,"Tastes great, and is quite nutritious. Recovers 1200 HP.",1,1,630,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020008/info,Item/Item.wz/Consume/0202.img/02020008/info/icon.png,Item/Item.wz/Consume/0202.img/02020008/info/iconRaw.png
Consume,0202,2020009,Orange Juice,Pure OJ... Recovers 450 MP.,1,1,460,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020009/info,Item/Item.wz/Consume/0202.img/02020009/info/icon.png,Item/Item.wz/Consume/0202.img/02020009/info/iconRaw.png
Consume,0202,2020010,Grape Juice,Used real grapes for this. Recovers 900 MP.,1,1,930,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020010/info,Item/Item.wz/Consume/0202.img/02020010/info/icon.png,Item/Item.wz/Consume/0202.img/02020010/info/iconRaw.png
Consume,0202,2020011,W Ramen,A cup ramen with awesome soup.\nRecovers 40% of HP and MP..,1,1,1000,,,Item/Item.wz/Consume/0202.img.xml,Item/Item.wz/Consume/0202.img/02020011/info,Item/Item.wz/Consume/0202.img/02020011/info/icon.png,Item/Item.wz/Consume/0202.img/02020011/info/iconRaw.png
